sample	variable	value	description
42	whole_tree_age	22.1252	whole_tree_age
42	island_ori_age	3.71447	island_origin_age
42	island_ori_region	3	island_origin_region
42	rho_d_2	0.025	base_dispersal_rate
42	rho_e_2	0.025	base_extinction_rate
42	rho_w_2	0.025	base_w_speciation_rate
42	rho_b_2	0.15	base_b_speciation_rate
42	sigma_d_1	-1	long-distance?
42	sigma_e_1	-1	high-island?
42	sigma_w_1	1	high-island?
42	sigma_b_1	1	long-distance?
42	sigma_d_2	0	old-to-young?
42	sigma_e_2	1	net-growth?
42	sigma_w_2	-1	net-growth?
42	sigma_b_2	-1	old-to-young?
42	phi_d_1	0	distance
42	phi_e_1	0	elevation
42	phi_w_1	1	elevation
42	phi_b_1	1	distance
42	phi_d_2	0	age-diff
42	phi_e_2	0	age
42	phi_w_2	0	age
42	phi_b_2	0	age-diff
