sample	variable	value	description
176	whole_tree_age	8.02274	whole_tree_age
176	island_ori_age	7.68839	island_origin_age
176	island_ori_region	2	island_origin_region
176	rho_d_2	0.05	base_dispersal_rate
176	rho_e_2	0.05	base_extinction_rate
176	rho_w_2	0.05	base_w_speciation_rate
176	rho_b_2	0.2	base_b_speciation_rate
176	sigma_d_1	-1	long-distance?
176	sigma_e_1	0	high-island?
176	sigma_w_1	0	high-island?
176	sigma_b_1	0	long-distance?
176	sigma_d_2	0	old-to-young?
176	sigma_e_2	0	net-growth?
176	sigma_w_2	0	net-growth?
176	sigma_b_2	0	old-to-young?
176	phi_d_1	-1	distance
176	phi_e_1	-1	elevation
176	phi_w_1	1	elevation
176	phi_b_1	0	distance
176	phi_d_2	0	age-diff
176	phi_e_2	0	age
176	phi_w_2	0	age
176	phi_b_2	0	age-diff
