sample	variable	value	description
101	whole_tree_age	30.2513	whole_tree_age
101	island_ori_age	15.7989	island_origin_age
101	island_ori_region	1	island_origin_region
101	rho_d_2	0.025	base_dispersal_rate
101	rho_e_2	0.025	base_extinction_rate
101	rho_w_2	0.025	base_w_speciation_rate
101	rho_b_2	0.15	base_b_speciation_rate
101	sigma_d_1	0	long-distance?
101	sigma_e_1	0	high-island?
101	sigma_w_1	0	high-island?
101	sigma_b_1	1	long-distance?
101	sigma_d_2	0	old-to-young?
101	sigma_e_2	0	net-growth?
101	sigma_w_2	-1	net-growth?
101	sigma_b_2	-1	old-to-young?
101	phi_d_1	0	distance
101	phi_e_1	0	elevation
101	phi_w_1	0	elevation
101	phi_b_1	0	distance
101	phi_d_2	1	age-diff
101	phi_e_2	0	age
101	phi_w_2	-1	age
101	phi_b_2	-1	age-diff
