sample	variable	value	description
84	whole_tree_age	17.5775	whole_tree_age
84	island_ori_age	14.4081	island_origin_age
84	island_ori_region	1	island_origin_region
84	rho_d_2	0.05	base_dispersal_rate
84	rho_e_2	0.05	base_extinction_rate
84	rho_w_2	0.05	base_w_speciation_rate
84	rho_b_2	0.2	base_b_speciation_rate
84	sigma_d_1	-1	long-distance?
84	sigma_e_1	-1	high-island?
84	sigma_w_1	0	high-island?
84	sigma_b_1	1	long-distance?
84	sigma_d_2	1	old-to-young?
84	sigma_e_2	-1	net-growth?
84	sigma_w_2	0	net-growth?
84	sigma_b_2	0	old-to-young?
84	phi_d_1	-1	distance
84	phi_e_1	-1	elevation
84	phi_w_1	1	elevation
84	phi_b_1	0	distance
84	phi_d_2	-1	age-diff
84	phi_e_2	1	age
84	phi_w_2	0	age
84	phi_b_2	1	age-diff
