sample	variable	value	description
297	whole_tree_age	8.69973	whole_tree_age
297	island_ori_age	1.76177	island_origin_age
297	island_ori_region	3	island_origin_region
297	rho_d_2	0.05	base_dispersal_rate
297	rho_e_2	0.05	base_extinction_rate
297	rho_w_2	0.05	base_w_speciation_rate
297	rho_b_2	0.2	base_b_speciation_rate
297	sigma_d_1	0	long-distance?
297	sigma_e_1	0	high-island?
297	sigma_w_1	1	high-island?
297	sigma_b_1	1	long-distance?
297	sigma_d_2	0	old-to-young?
297	sigma_e_2	0	net-growth?
297	sigma_w_2	0	net-growth?
297	sigma_b_2	0	old-to-young?
297	phi_d_1	-1	distance
297	phi_e_1	-1	elevation
297	phi_w_1	0	elevation
297	phi_b_1	1	distance
297	phi_d_2	0	age-diff
297	phi_e_2	0	age
297	phi_w_2	-1	age
297	phi_b_2	1	age-diff
