sample	variable	value	description
141	whole_tree_age	25.6092	whole_tree_age
141	island_ori_age	17.0094	island_origin_age
141	island_ori_region	1	island_origin_region
141	rho_d_2	0.025	base_dispersal_rate
141	rho_e_2	0.025	base_extinction_rate
141	rho_w_2	0.025	base_w_speciation_rate
141	rho_b_2	0.15	base_b_speciation_rate
141	sigma_d_1	-1	long-distance?
141	sigma_e_1	0	high-island?
141	sigma_w_1	0	high-island?
141	sigma_b_1	0	long-distance?
141	sigma_d_2	0	old-to-young?
141	sigma_e_2	1	net-growth?
141	sigma_w_2	-1	net-growth?
141	sigma_b_2	0	old-to-young?
141	phi_d_1	0	distance
141	phi_e_1	-1	elevation
141	phi_w_1	0	elevation
141	phi_b_1	1	distance
141	phi_d_2	1	age-diff
141	phi_e_2	1	age
141	phi_w_2	-1	age
141	phi_b_2	0	age-diff
