sample	variable	value	description
33	whole_tree_age	26.4319	whole_tree_age
33	island_ori_age	1.50866	island_origin_age
33	island_ori_region	3	island_origin_region
33	rho_d_2	0.05	base_dispersal_rate
33	rho_e_2	0.05	base_extinction_rate
33	rho_w_2	0.05	base_w_speciation_rate
33	rho_b_2	0.2	base_b_speciation_rate
33	sigma_d_1	-1	long-distance?
33	sigma_e_1	-1	high-island?
33	sigma_w_1	0	high-island?
33	sigma_b_1	0	long-distance?
33	sigma_d_2	0	old-to-young?
33	sigma_e_2	0	net-growth?
33	sigma_w_2	0	net-growth?
33	sigma_b_2	0	old-to-young?
33	phi_d_1	-1	distance
33	phi_e_1	-1	elevation
33	phi_w_1	1	elevation
33	phi_b_1	1	distance
33	phi_d_2	0	age-diff
33	phi_e_2	0	age
33	phi_w_2	0	age
33	phi_b_2	1	age-diff
