sample	variable	value	description
28	whole_tree_age	25.4944	whole_tree_age
28	island_ori_age	16.6656	island_origin_age
28	island_ori_region	1	island_origin_region
28	rho_d_2	0.05	base_dispersal_rate
28	rho_e_2	0.05	base_extinction_rate
28	rho_w_2	0.05	base_w_speciation_rate
28	rho_b_2	0.25	base_b_speciation_rate
28	sigma_d_1	0	long-distance?
28	sigma_e_1	-1.5	high-island?
28	sigma_w_1	0	high-island?
28	sigma_b_1	1.5	long-distance?
28	sigma_d_2	0	old-to-young?
28	sigma_e_2	1.5	net-growth?
28	sigma_w_2	-1.5	net-growth?
28	sigma_b_2	0	old-to-young?
28	phi_d_1	0	distance
28	phi_e_1	-1	elevation
28	phi_w_1	0	elevation
28	phi_b_1	1	distance
28	phi_d_2	0.5	age-diff
28	phi_e_2	1	age
28	phi_w_2	-0.5	age
28	phi_b_2	-1	age-diff
