sample	variable	value	description
184	whole_tree_age	16.8214	whole_tree_age
184	island_ori_age	2.17933	island_origin_age
184	island_ori_region	3	island_origin_region
184	rho_d_2	0.05	base_dispersal_rate
184	rho_e_2	0.05	base_extinction_rate
184	rho_w_2	0.05	base_w_speciation_rate
184	rho_b_2	0.2	base_b_speciation_rate
184	sigma_d_1	0	long-distance?
184	sigma_e_1	-1	high-island?
184	sigma_w_1	1	high-island?
184	sigma_b_1	0	long-distance?
184	sigma_d_2	1	old-to-young?
184	sigma_e_2	0	net-growth?
184	sigma_w_2	0	net-growth?
184	sigma_b_2	0	old-to-young?
184	phi_d_1	0	distance
184	phi_e_1	0	elevation
184	phi_w_1	1	elevation
184	phi_b_1	1	distance
184	phi_d_2	0	age-diff
184	phi_e_2	1	age
184	phi_w_2	-1	age
184	phi_b_2	1	age-diff
