sample	variable	value	description
178	whole_tree_age	28.2289	whole_tree_age
178	island_ori_age	12.8315	island_origin_age
178	island_ori_region	1	island_origin_region
178	rho_d_2	0.05	base_dispersal_rate
178	rho_e_2	0.05	base_extinction_rate
178	rho_w_2	0.05	base_w_speciation_rate
178	rho_b_2	0.2	base_b_speciation_rate
178	sigma_d_1	0	long-distance?
178	sigma_e_1	0	high-island?
178	sigma_w_1	0	high-island?
178	sigma_b_1	0	long-distance?
178	sigma_d_2	0	old-to-young?
178	sigma_e_2	0	net-growth?
178	sigma_w_2	0	net-growth?
178	sigma_b_2	1	old-to-young?
178	phi_d_1	0	distance
178	phi_e_1	-1	elevation
178	phi_w_1	0	elevation
178	phi_b_1	0	distance
178	phi_d_2	-1	age-diff
178	phi_e_2	1	age
178	phi_w_2	-1	age
178	phi_b_2	0	age-diff
