sample	variable	value	description
341	whole_tree_age	24.551	whole_tree_age
341	island_ori_age	3.0375	island_origin_age
341	island_ori_region	4	island_origin_region
341	rho_d_2	0.05	base_dispersal_rate
341	rho_e_2	0.05	base_extinction_rate
341	rho_w_2	0.05	base_w_speciation_rate
341	rho_b_2	0.25	base_b_speciation_rate
341	sigma_d_1	0	long-distance?
341	sigma_e_1	0	high-island?
341	sigma_w_1	0	high-island?
341	sigma_b_1	1.5	long-distance?
341	sigma_d_2	1.5	old-to-young?
341	sigma_e_2	0	net-growth?
341	sigma_w_2	-1.5	net-growth?
341	sigma_b_2	-1.5	old-to-young?
341	phi_d_1	0	distance
341	phi_e_1	-1	elevation
341	phi_w_1	0.5	elevation
341	phi_b_1	0	distance
341	phi_d_2	0	age-diff
341	phi_e_2	0	age
341	phi_w_2	0	age
341	phi_b_2	0	age-diff
