sample	variable	value	description
192	whole_tree_age	16.1786	whole_tree_age
192	island_ori_age	14.65	island_origin_age
192	island_ori_region	1	island_origin_region
192	rho_d_2	0.025	base_dispersal_rate
192	rho_e_2	0.025	base_extinction_rate
192	rho_w_2	0.025	base_w_speciation_rate
192	rho_b_2	0.15	base_b_speciation_rate
192	sigma_d_1	-1	long-distance?
192	sigma_e_1	-1	high-island?
192	sigma_w_1	1	high-island?
192	sigma_b_1	0	long-distance?
192	sigma_d_2	1	old-to-young?
192	sigma_e_2	0	net-growth?
192	sigma_w_2	-1	net-growth?
192	sigma_b_2	-1	old-to-young?
192	phi_d_1	-1	distance
192	phi_e_1	-1	elevation
192	phi_w_1	0	elevation
192	phi_b_1	1	distance
192	phi_d_2	0	age-diff
192	phi_e_2	0	age
192	phi_w_2	-1	age
192	phi_b_2	-1	age-diff
