sample	variable	value	description
50	whole_tree_age	18.0828	whole_tree_age
50	island_ori_age	7.17875	island_origin_age
50	island_ori_region	1	island_origin_region
50	rho_d_2	0.05	base_dispersal_rate
50	rho_e_2	0.05	base_extinction_rate
50	rho_w_2	0.05	base_w_speciation_rate
50	rho_b_2	0.25	base_b_speciation_rate
50	sigma_d_1	0	long-distance?
50	sigma_e_1	-1.5	high-island?
50	sigma_w_1	1.5	high-island?
50	sigma_b_1	0	long-distance?
50	sigma_d_2	0	old-to-young?
50	sigma_e_2	0	net-growth?
50	sigma_w_2	-1.5	net-growth?
50	sigma_b_2	-1.5	old-to-young?
50	phi_d_1	-0.5	distance
50	phi_e_1	-1	elevation
50	phi_w_1	0.5	elevation
50	phi_b_1	1	distance
50	phi_d_2	0.5	age-diff
50	phi_e_2	0	age
50	phi_w_2	-0.5	age
50	phi_b_2	-1	age-diff
