sample	variable	value	description
73	whole_tree_age	31.3484	whole_tree_age
73	island_ori_age	16.8242	island_origin_age
73	island_ori_region	1	island_origin_region
73	rho_d_2	0.05	base_dispersal_rate
73	rho_e_2	0.05	base_extinction_rate
73	rho_w_2	0.05	base_w_speciation_rate
73	rho_b_2	0.25	base_b_speciation_rate
73	sigma_d_1	-1.5	long-distance?
73	sigma_e_1	-1.5	high-island?
73	sigma_w_1	1.5	high-island?
73	sigma_b_1	1.5	long-distance?
73	sigma_d_2	0	old-to-young?
73	sigma_e_2	0	net-growth?
73	sigma_w_2	-1.5	net-growth?
73	sigma_b_2	-1.5	old-to-young?
73	phi_d_1	0	distance
73	phi_e_1	-1	elevation
73	phi_w_1	0	elevation
73	phi_b_1	0	distance
73	phi_d_2	0	age-diff
73	phi_e_2	1	age
73	phi_w_2	0	age
73	phi_b_2	0	age-diff
