sample	variable	value	description
232	whole_tree_age	25.2067	whole_tree_age
232	island_ori_age	11.6557	island_origin_age
232	island_ori_region	1	island_origin_region
232	rho_d_2	0.05	base_dispersal_rate
232	rho_e_2	0.05	base_extinction_rate
232	rho_w_2	0.05	base_w_speciation_rate
232	rho_b_2	0.25	base_b_speciation_rate
232	sigma_d_1	-1.5	long-distance?
232	sigma_e_1	0	high-island?
232	sigma_w_1	1.5	high-island?
232	sigma_b_1	1.5	long-distance?
232	sigma_d_2	0	old-to-young?
232	sigma_e_2	1.5	net-growth?
232	sigma_w_2	0	net-growth?
232	sigma_b_2	-1.5	old-to-young?
232	phi_d_1	-0.5	distance
232	phi_e_1	0	elevation
232	phi_w_1	0.5	elevation
232	phi_b_1	0	distance
232	phi_d_2	0	age-diff
232	phi_e_2	1	age
232	phi_w_2	-0.5	age
232	phi_b_2	-1	age-diff
