sample	variable	value	description
11	whole_tree_age	28.7754	whole_tree_age
11	island_ori_age	2.76344	island_origin_age
11	island_ori_region	4	island_origin_region
11	rho_d_2	0.05	base_dispersal_rate
11	rho_e_2	0.05	base_extinction_rate
11	rho_w_2	0.05	base_w_speciation_rate
11	rho_b_2	0.25	base_b_speciation_rate
11	sigma_d_1	-1.5	long-distance?
11	sigma_e_1	-1.5	high-island?
11	sigma_w_1	1.5	high-island?
11	sigma_b_1	1.5	long-distance?
11	sigma_d_2	1.5	old-to-young?
11	sigma_e_2	0	net-growth?
11	sigma_w_2	-1.5	net-growth?
11	sigma_b_2	0	old-to-young?
11	phi_d_1	-0.5	distance
11	phi_e_1	-1	elevation
11	phi_w_1	0.5	elevation
11	phi_b_1	0	distance
11	phi_d_2	0	age-diff
11	phi_e_2	1	age
11	phi_w_2	-0.5	age
11	phi_b_2	0	age-diff
