sample	variable	value	description
177	whole_tree_age	17.1452	whole_tree_age
177	island_ori_age	1.91358	island_origin_age
177	island_ori_region	5	island_origin_region
177	rho_d_2	0.025	base_dispersal_rate
177	rho_e_2	0.025	base_extinction_rate
177	rho_w_2	0.025	base_w_speciation_rate
177	rho_b_2	0.15	base_b_speciation_rate
177	sigma_d_1	0	long-distance?
177	sigma_e_1	0	high-island?
177	sigma_w_1	1	high-island?
177	sigma_b_1	0	long-distance?
177	sigma_d_2	1	old-to-young?
177	sigma_e_2	1	net-growth?
177	sigma_w_2	0	net-growth?
177	sigma_b_2	0	old-to-young?
177	phi_d_1	0	distance
177	phi_e_1	0	elevation
177	phi_w_1	0	elevation
177	phi_b_1	1	distance
177	phi_d_2	1	age-diff
177	phi_e_2	0	age
177	phi_w_2	-1	age
177	phi_b_2	0	age-diff
