sample	variable	value	description
152	whole_tree_age	26.0965	whole_tree_age
152	island_ori_age	8.61321	island_origin_age
152	island_ori_region	1	island_origin_region
152	rho_d_2	0.025	base_dispersal_rate
152	rho_e_2	0.025	base_extinction_rate
152	rho_w_2	0.025	base_w_speciation_rate
152	rho_b_2	0.15	base_b_speciation_rate
152	sigma_d_1	-1	long-distance?
152	sigma_e_1	-1	high-island?
152	sigma_w_1	1	high-island?
152	sigma_b_1	0	long-distance?
152	sigma_d_2	1	old-to-young?
152	sigma_e_2	1	net-growth?
152	sigma_w_2	-1	net-growth?
152	sigma_b_2	0	old-to-young?
152	phi_d_1	0	distance
152	phi_e_1	-1	elevation
152	phi_w_1	0	elevation
152	phi_b_1	1	distance
152	phi_d_2	1	age-diff
152	phi_e_2	1	age
152	phi_w_2	-1	age
152	phi_b_2	0	age-diff
