sample	variable	value	description
275	whole_tree_age	31.4933	whole_tree_age
275	island_ori_age	4.62591	island_origin_age
275	island_ori_region	3	island_origin_region
275	rho_d_2	0.05	base_dispersal_rate
275	rho_e_2	0.05	base_extinction_rate
275	rho_w_2	0.05	base_w_speciation_rate
275	rho_b_2	0.25	base_b_speciation_rate
275	sigma_d_1	-1.5	long-distance?
275	sigma_e_1	0	high-island?
275	sigma_w_1	1.5	high-island?
275	sigma_b_1	0	long-distance?
275	sigma_d_2	0	old-to-young?
275	sigma_e_2	0	net-growth?
275	sigma_w_2	-1.5	net-growth?
275	sigma_b_2	0	old-to-young?
275	phi_d_1	0	distance
275	phi_e_1	0	elevation
275	phi_w_1	0.5	elevation
275	phi_b_1	0	distance
275	phi_d_2	0	age-diff
275	phi_e_2	0	age
275	phi_w_2	0	age
275	phi_b_2	0	age-diff
