sample	variable	value	description
243	whole_tree_age	17.9626	whole_tree_age
243	island_ori_age	5.2088	island_origin_age
243	island_ori_region	3	island_origin_region
243	rho_d_2	0.05	base_dispersal_rate
243	rho_e_2	0.05	base_extinction_rate
243	rho_w_2	0.05	base_w_speciation_rate
243	rho_b_2	0.25	base_b_speciation_rate
243	sigma_d_1	-1.5	long-distance?
243	sigma_e_1	-1.5	high-island?
243	sigma_w_1	1.5	high-island?
243	sigma_b_1	1.5	long-distance?
243	sigma_d_2	1.5	old-to-young?
243	sigma_e_2	1.5	net-growth?
243	sigma_w_2	0	net-growth?
243	sigma_b_2	-1.5	old-to-young?
243	phi_d_1	0	distance
243	phi_e_1	0	elevation
243	phi_w_1	0.5	elevation
243	phi_b_1	0	distance
243	phi_d_2	0.5	age-diff
243	phi_e_2	0	age
243	phi_w_2	0	age
243	phi_b_2	0	age-diff
