sample	variable	value	description
169	whole_tree_age	27.3792	whole_tree_age
169	island_ori_age	17.4511	island_origin_age
169	island_ori_region	1	island_origin_region
169	rho_d_2	0.05	base_dispersal_rate
169	rho_e_2	0.05	base_extinction_rate
169	rho_w_2	0.05	base_w_speciation_rate
169	rho_b_2	0.25	base_b_speciation_rate
169	sigma_d_1	0	long-distance?
169	sigma_e_1	0	high-island?
169	sigma_w_1	1.5	high-island?
169	sigma_b_1	1.5	long-distance?
169	sigma_d_2	1.5	old-to-young?
169	sigma_e_2	1.5	net-growth?
169	sigma_w_2	-1.5	net-growth?
169	sigma_b_2	-1.5	old-to-young?
169	phi_d_1	0	distance
169	phi_e_1	-1	elevation
169	phi_w_1	0	elevation
169	phi_b_1	0	distance
169	phi_d_2	0.5	age-diff
169	phi_e_2	0	age
169	phi_w_2	0	age
169	phi_b_2	0	age-diff
