sample	variable	value	description
311	whole_tree_age	27.7655	whole_tree_age
311	island_ori_age	7.09679	island_origin_age
311	island_ori_region	2	island_origin_region
311	rho_d_2	0.05	base_dispersal_rate
311	rho_e_2	0.05	base_extinction_rate
311	rho_w_2	0.05	base_w_speciation_rate
311	rho_b_2	0.25	base_b_speciation_rate
311	sigma_d_1	0	long-distance?
311	sigma_e_1	-1.5	high-island?
311	sigma_w_1	1.5	high-island?
311	sigma_b_1	0	long-distance?
311	sigma_d_2	1.5	old-to-young?
311	sigma_e_2	1.5	net-growth?
311	sigma_w_2	-1.5	net-growth?
311	sigma_b_2	-1.5	old-to-young?
311	phi_d_1	-0.5	distance
311	phi_e_1	-1	elevation
311	phi_w_1	0.5	elevation
311	phi_b_1	0	distance
311	phi_d_2	0.5	age-diff
311	phi_e_2	1	age
311	phi_w_2	0	age
311	phi_b_2	0	age-diff
