sample	variable	value	description
53	whole_tree_age	25.1702	whole_tree_age
53	island_ori_age	14.9774	island_origin_age
53	island_ori_region	1	island_origin_region
53	rho_d_2	0.025	base_dispersal_rate
53	rho_e_2	0.025	base_extinction_rate
53	rho_w_2	0.025	base_w_speciation_rate
53	rho_b_2	0.15	base_b_speciation_rate
53	sigma_d_1	0	long-distance?
53	sigma_e_1	0	high-island?
53	sigma_w_1	0	high-island?
53	sigma_b_1	1	long-distance?
53	sigma_d_2	1	old-to-young?
53	sigma_e_2	1	net-growth?
53	sigma_w_2	0	net-growth?
53	sigma_b_2	0	old-to-young?
53	phi_d_1	0	distance
53	phi_e_1	0	elevation
53	phi_w_1	0	elevation
53	phi_b_1	0	distance
53	phi_d_2	1	age-diff
53	phi_e_2	1	age
53	phi_w_2	-1	age
53	phi_b_2	0	age-diff
