sample	variable	value	description
236	whole_tree_age	30.2594	whole_tree_age
236	island_ori_age	16.9047	island_origin_age
236	island_ori_region	1	island_origin_region
236	rho_d_2	0.05	base_dispersal_rate
236	rho_e_2	0.05	base_extinction_rate
236	rho_w_2	0.05	base_w_speciation_rate
236	rho_b_2	0.25	base_b_speciation_rate
236	sigma_d_1	0	long-distance?
236	sigma_e_1	0	high-island?
236	sigma_w_1	1.5	high-island?
236	sigma_b_1	0	long-distance?
236	sigma_d_2	0	old-to-young?
236	sigma_e_2	1.5	net-growth?
236	sigma_w_2	0	net-growth?
236	sigma_b_2	0	old-to-young?
236	phi_d_1	0	distance
236	phi_e_1	0	elevation
236	phi_w_1	0.5	elevation
236	phi_b_1	1	distance
236	phi_d_2	0	age-diff
236	phi_e_2	0	age
236	phi_w_2	-0.5	age
236	phi_b_2	0	age-diff
