sample	variable	value	description
293	whole_tree_age	28.9827	whole_tree_age
293	island_ori_age	4.02218	island_origin_age
293	island_ori_region	4	island_origin_region
293	rho_d_2	0.025	base_dispersal_rate
293	rho_e_2	0.025	base_extinction_rate
293	rho_w_2	0.025	base_w_speciation_rate
293	rho_b_2	0.15	base_b_speciation_rate
293	sigma_d_1	0	long-distance?
293	sigma_e_1	0	high-island?
293	sigma_w_1	0	high-island?
293	sigma_b_1	0	long-distance?
293	sigma_d_2	1	old-to-young?
293	sigma_e_2	1	net-growth?
293	sigma_w_2	-1	net-growth?
293	sigma_b_2	-1	old-to-young?
293	phi_d_1	0	distance
293	phi_e_1	0	elevation
293	phi_w_1	0	elevation
293	phi_b_1	1	distance
293	phi_d_2	1	age-diff
293	phi_e_2	1	age
293	phi_w_2	0	age
293	phi_b_2	-1	age-diff
