sample	variable	value	description
334	whole_tree_age	26.5258	whole_tree_age
334	island_ori_age	11.3584	island_origin_age
334	island_ori_region	2	island_origin_region
334	rho_d_2	0.05	base_dispersal_rate
334	rho_e_2	0.05	base_extinction_rate
334	rho_w_2	0.05	base_w_speciation_rate
334	rho_b_2	0.2	base_b_speciation_rate
334	sigma_d_1	0	long-distance?
334	sigma_e_1	0	high-island?
334	sigma_w_1	1	high-island?
334	sigma_b_1	1	long-distance?
334	sigma_d_2	1	old-to-young?
334	sigma_e_2	-1	net-growth?
334	sigma_w_2	0	net-growth?
334	sigma_b_2	0	old-to-young?
334	phi_d_1	-1	distance
334	phi_e_1	-1	elevation
334	phi_w_1	1	elevation
334	phi_b_1	1	distance
334	phi_d_2	-1	age-diff
334	phi_e_2	0	age
334	phi_w_2	0	age
334	phi_b_2	1	age-diff
