sample	variable	value	description
64	whole_tree_age	24.7481	whole_tree_age
64	island_ori_age	16.8083	island_origin_age
64	island_ori_region	1	island_origin_region
64	rho_d_2	0.025	base_dispersal_rate
64	rho_e_2	0.025	base_extinction_rate
64	rho_w_2	0.025	base_w_speciation_rate
64	rho_b_2	0.15	base_b_speciation_rate
64	sigma_d_1	-1	long-distance?
64	sigma_e_1	0	high-island?
64	sigma_w_1	1	high-island?
64	sigma_b_1	0	long-distance?
64	sigma_d_2	1	old-to-young?
64	sigma_e_2	0	net-growth?
64	sigma_w_2	-1	net-growth?
64	sigma_b_2	0	old-to-young?
64	phi_d_1	0	distance
64	phi_e_1	0	elevation
64	phi_w_1	1	elevation
64	phi_b_1	0	distance
64	phi_d_2	1	age-diff
64	phi_e_2	0	age
64	phi_w_2	0	age
64	phi_b_2	-1	age-diff
