sample	variable	value	description
153	whole_tree_age	16.5453	whole_tree_age
153	island_ori_age	4.08135	island_origin_age
153	island_ori_region	4	island_origin_region
153	rho_d_2	0.05	base_dispersal_rate
153	rho_e_2	0.05	base_extinction_rate
153	rho_w_2	0.05	base_w_speciation_rate
153	rho_b_2	0.25	base_b_speciation_rate
153	sigma_d_1	0	long-distance?
153	sigma_e_1	0	high-island?
153	sigma_w_1	1.5	high-island?
153	sigma_b_1	0	long-distance?
153	sigma_d_2	1.5	old-to-young?
153	sigma_e_2	1.5	net-growth?
153	sigma_w_2	-1.5	net-growth?
153	sigma_b_2	0	old-to-young?
153	phi_d_1	0	distance
153	phi_e_1	0	elevation
153	phi_w_1	0.5	elevation
153	phi_b_1	1	distance
153	phi_d_2	0.5	age-diff
153	phi_e_2	0	age
153	phi_w_2	-0.5	age
153	phi_b_2	0	age-diff
