sample	variable	value	description
54	whole_tree_age	16.4055	whole_tree_age
54	island_ori_age	8.23664	island_origin_age
54	island_ori_region	1	island_origin_region
54	rho_d_2	0.025	base_dispersal_rate
54	rho_e_2	0.025	base_extinction_rate
54	rho_w_2	0.025	base_w_speciation_rate
54	rho_b_2	0.15	base_b_speciation_rate
54	sigma_d_1	0	long-distance?
54	sigma_e_1	-1	high-island?
54	sigma_w_1	1	high-island?
54	sigma_b_1	1	long-distance?
54	sigma_d_2	0	old-to-young?
54	sigma_e_2	1	net-growth?
54	sigma_w_2	0	net-growth?
54	sigma_b_2	-1	old-to-young?
54	phi_d_1	-1	distance
54	phi_e_1	-1	elevation
54	phi_w_1	1	elevation
54	phi_b_1	1	distance
54	phi_d_2	0	age-diff
54	phi_e_2	0	age
54	phi_w_2	-1	age
54	phi_b_2	-1	age-diff
