sample	variable	value	description
116	whole_tree_age	27.6295	whole_tree_age
116	island_ori_age	15.5146	island_origin_age
116	island_ori_region	1	island_origin_region
116	rho_d_2	0.05	base_dispersal_rate
116	rho_e_2	0.05	base_extinction_rate
116	rho_w_2	0.05	base_w_speciation_rate
116	rho_b_2	0.25	base_b_speciation_rate
116	sigma_d_1	0	long-distance?
116	sigma_e_1	-1.5	high-island?
116	sigma_w_1	1.5	high-island?
116	sigma_b_1	0	long-distance?
116	sigma_d_2	1.5	old-to-young?
116	sigma_e_2	1.5	net-growth?
116	sigma_w_2	-1.5	net-growth?
116	sigma_b_2	-1.5	old-to-young?
116	phi_d_1	-0.5	distance
116	phi_e_1	0	elevation
116	phi_w_1	0.5	elevation
116	phi_b_1	0	distance
116	phi_d_2	0.5	age-diff
116	phi_e_2	0	age
116	phi_w_2	0	age
116	phi_b_2	-1	age-diff
