sample	variable	value	description
132	whole_tree_age	8.24414	whole_tree_age
132	island_ori_age	1.92779	island_origin_age
132	island_ori_region	3	island_origin_region
132	rho_d_2	0.05	base_dispersal_rate
132	rho_e_2	0.05	base_extinction_rate
132	rho_w_2	0.05	base_w_speciation_rate
132	rho_b_2	0.25	base_b_speciation_rate
132	sigma_d_1	-1.5	long-distance?
132	sigma_e_1	0	high-island?
132	sigma_w_1	0	high-island?
132	sigma_b_1	1.5	long-distance?
132	sigma_d_2	1.5	old-to-young?
132	sigma_e_2	1.5	net-growth?
132	sigma_w_2	0	net-growth?
132	sigma_b_2	0	old-to-young?
132	phi_d_1	-0.5	distance
132	phi_e_1	-1	elevation
132	phi_w_1	0	elevation
132	phi_b_1	1	distance
132	phi_d_2	0	age-diff
132	phi_e_2	0	age
132	phi_w_2	0	age
132	phi_b_2	-1	age-diff
