sample	variable	value	description
194	whole_tree_age	27.5504	whole_tree_age
194	island_ori_age	9.35214	island_origin_age
194	island_ori_region	2	island_origin_region
194	rho_d_2	0.05	base_dispersal_rate
194	rho_e_2	0.05	base_extinction_rate
194	rho_w_2	0.05	base_w_speciation_rate
194	rho_b_2	0.25	base_b_speciation_rate
194	sigma_d_1	0	long-distance?
194	sigma_e_1	-1.5	high-island?
194	sigma_w_1	0	high-island?
194	sigma_b_1	1.5	long-distance?
194	sigma_d_2	0	old-to-young?
194	sigma_e_2	0	net-growth?
194	sigma_w_2	-1.5	net-growth?
194	sigma_b_2	0	old-to-young?
194	phi_d_1	0	distance
194	phi_e_1	-1	elevation
194	phi_w_1	0	elevation
194	phi_b_1	0	distance
194	phi_d_2	0	age-diff
194	phi_e_2	0	age
194	phi_w_2	0	age
194	phi_b_2	-1	age-diff
