sample	variable	value	description
19	whole_tree_age	27.0919	whole_tree_age
19	island_ori_age	19.6294	island_origin_age
19	island_ori_region	1	island_origin_region
19	rho_d_2	0.025	base_dispersal_rate
19	rho_e_2	0.025	base_extinction_rate
19	rho_w_2	0.025	base_w_speciation_rate
19	rho_b_2	0.15	base_b_speciation_rate
19	sigma_d_1	-1	long-distance?
19	sigma_e_1	0	high-island?
19	sigma_w_1	1	high-island?
19	sigma_b_1	1	long-distance?
19	sigma_d_2	0	old-to-young?
19	sigma_e_2	1	net-growth?
19	sigma_w_2	0	net-growth?
19	sigma_b_2	-1	old-to-young?
19	phi_d_1	0	distance
19	phi_e_1	-1	elevation
19	phi_w_1	1	elevation
19	phi_b_1	1	distance
19	phi_d_2	1	age-diff
19	phi_e_2	0	age
19	phi_w_2	-1	age
19	phi_b_2	-1	age-diff
