sample	variable	value	description
158	whole_tree_age	19.5463	whole_tree_age
158	island_ori_age	11.2	island_origin_age
158	island_ori_region	1	island_origin_region
158	rho_d_2	0.05	base_dispersal_rate
158	rho_e_2	0.05	base_extinction_rate
158	rho_w_2	0.05	base_w_speciation_rate
158	rho_b_2	0.25	base_b_speciation_rate
158	sigma_d_1	0	long-distance?
158	sigma_e_1	-1.5	high-island?
158	sigma_w_1	0	high-island?
158	sigma_b_1	0	long-distance?
158	sigma_d_2	0	old-to-young?
158	sigma_e_2	1.5	net-growth?
158	sigma_w_2	0	net-growth?
158	sigma_b_2	0	old-to-young?
158	phi_d_1	-0.5	distance
158	phi_e_1	-1	elevation
158	phi_w_1	0.5	elevation
158	phi_b_1	0	distance
158	phi_d_2	0	age-diff
158	phi_e_2	1	age
158	phi_w_2	0	age
158	phi_b_2	0	age-diff
