sample	variable	value	description
24	whole_tree_age	20.655	whole_tree_age
24	island_ori_age	6.21793	island_origin_age
24	island_ori_region	1	island_origin_region
24	rho_d_2	0.05	base_dispersal_rate
24	rho_e_2	0.05	base_extinction_rate
24	rho_w_2	0.05	base_w_speciation_rate
24	rho_b_2	0.2	base_b_speciation_rate
24	sigma_d_1	0	long-distance?
24	sigma_e_1	0	high-island?
24	sigma_w_1	1	high-island?
24	sigma_b_1	1	long-distance?
24	sigma_d_2	1	old-to-young?
24	sigma_e_2	0	net-growth?
24	sigma_w_2	0	net-growth?
24	sigma_b_2	0	old-to-young?
24	phi_d_1	0	distance
24	phi_e_1	0	elevation
24	phi_w_1	0	elevation
24	phi_b_1	1	distance
24	phi_d_2	-1	age-diff
24	phi_e_2	1	age
24	phi_w_2	-1	age
24	phi_b_2	0	age-diff
