sample	variable	value	description
135	whole_tree_age	25.6054	whole_tree_age
135	island_ori_age	2.43349	island_origin_age
135	island_ori_region	5	island_origin_region
135	rho_d_2	0.05	base_dispersal_rate
135	rho_e_2	0.05	base_extinction_rate
135	rho_w_2	0.05	base_w_speciation_rate
135	rho_b_2	0.2	base_b_speciation_rate
135	sigma_d_1	0	long-distance?
135	sigma_e_1	-1	high-island?
135	sigma_w_1	0	high-island?
135	sigma_b_1	0	long-distance?
135	sigma_d_2	1	old-to-young?
135	sigma_e_2	-1	net-growth?
135	sigma_w_2	-1	net-growth?
135	sigma_b_2	0	old-to-young?
135	phi_d_1	-1	distance
135	phi_e_1	-1	elevation
135	phi_w_1	0	elevation
135	phi_b_1	0	distance
135	phi_d_2	-1	age-diff
135	phi_e_2	1	age
135	phi_w_2	-1	age
135	phi_b_2	1	age-diff
