sample	variable	value	description
65	whole_tree_age	26.8668	whole_tree_age
65	island_ori_age	9.69259	island_origin_age
65	island_ori_region	1	island_origin_region
65	rho_d_2	0.025	base_dispersal_rate
65	rho_e_2	0.025	base_extinction_rate
65	rho_w_2	0.025	base_w_speciation_rate
65	rho_b_2	0.15	base_b_speciation_rate
65	sigma_d_1	-1	long-distance?
65	sigma_e_1	0	high-island?
65	sigma_w_1	1	high-island?
65	sigma_b_1	0	long-distance?
65	sigma_d_2	0	old-to-young?
65	sigma_e_2	1	net-growth?
65	sigma_w_2	0	net-growth?
65	sigma_b_2	0	old-to-young?
65	phi_d_1	-1	distance
65	phi_e_1	0	elevation
65	phi_w_1	1	elevation
65	phi_b_1	0	distance
65	phi_d_2	1	age-diff
65	phi_e_2	1	age
65	phi_w_2	-1	age
65	phi_b_2	-1	age-diff
