sample	variable	value	description
114	whole_tree_age	23.6142	whole_tree_age
114	island_ori_age	13.6082	island_origin_age
114	island_ori_region	1	island_origin_region
114	rho_d_2	0.05	base_dispersal_rate
114	rho_e_2	0.05	base_extinction_rate
114	rho_w_2	0.05	base_w_speciation_rate
114	rho_b_2	0.25	base_b_speciation_rate
114	sigma_d_1	-1.5	long-distance?
114	sigma_e_1	-1.5	high-island?
114	sigma_w_1	0	high-island?
114	sigma_b_1	1.5	long-distance?
114	sigma_d_2	0	old-to-young?
114	sigma_e_2	1.5	net-growth?
114	sigma_w_2	-1.5	net-growth?
114	sigma_b_2	0	old-to-young?
114	phi_d_1	0	distance
114	phi_e_1	-1	elevation
114	phi_w_1	0.5	elevation
114	phi_b_1	0	distance
114	phi_d_2	0.5	age-diff
114	phi_e_2	1	age
114	phi_w_2	0	age
114	phi_b_2	-1	age-diff
