sample	variable	value	description
117	whole_tree_age	27.3781	whole_tree_age
117	island_ori_age	19.4401	island_origin_age
117	island_ori_region	1	island_origin_region
117	rho_d_2	0.05	base_dispersal_rate
117	rho_e_2	0.05	base_extinction_rate
117	rho_w_2	0.05	base_w_speciation_rate
117	rho_b_2	0.25	base_b_speciation_rate
117	sigma_d_1	0	long-distance?
117	sigma_e_1	0	high-island?
117	sigma_w_1	1.5	high-island?
117	sigma_b_1	0	long-distance?
117	sigma_d_2	0	old-to-young?
117	sigma_e_2	1.5	net-growth?
117	sigma_w_2	-1.5	net-growth?
117	sigma_b_2	0	old-to-young?
117	phi_d_1	-0.5	distance
117	phi_e_1	0	elevation
117	phi_w_1	0.5	elevation
117	phi_b_1	1	distance
117	phi_d_2	0	age-diff
117	phi_e_2	1	age
117	phi_w_2	-0.5	age
117	phi_b_2	-1	age-diff
