sample	variable	value	description
71	whole_tree_age	29.7816	whole_tree_age
71	island_ori_age	6.55957	island_origin_age
71	island_ori_region	2	island_origin_region
71	rho_d_2	0.05	base_dispersal_rate
71	rho_e_2	0.05	base_extinction_rate
71	rho_w_2	0.05	base_w_speciation_rate
71	rho_b_2	0.2	base_b_speciation_rate
71	sigma_d_1	0	long-distance?
71	sigma_e_1	0	high-island?
71	sigma_w_1	0	high-island?
71	sigma_b_1	0	long-distance?
71	sigma_d_2	1	old-to-young?
71	sigma_e_2	-1	net-growth?
71	sigma_w_2	0	net-growth?
71	sigma_b_2	1	old-to-young?
71	phi_d_1	0	distance
71	phi_e_1	-1	elevation
71	phi_w_1	1	elevation
71	phi_b_1	1	distance
71	phi_d_2	0	age-diff
71	phi_e_2	1	age
71	phi_w_2	0	age
71	phi_b_2	1	age-diff
