sample	variable	value	description
36	whole_tree_age	30.5956	whole_tree_age
36	island_ori_age	16.3013	island_origin_age
36	island_ori_region	1	island_origin_region
36	rho_d_2	0.05	base_dispersal_rate
36	rho_e_2	0.05	base_extinction_rate
36	rho_w_2	0.05	base_w_speciation_rate
36	rho_b_2	0.2	base_b_speciation_rate
36	sigma_d_1	-1	long-distance?
36	sigma_e_1	-1	high-island?
36	sigma_w_1	0	high-island?
36	sigma_b_1	1	long-distance?
36	sigma_d_2	1	old-to-young?
36	sigma_e_2	0	net-growth?
36	sigma_w_2	-1	net-growth?
36	sigma_b_2	1	old-to-young?
36	phi_d_1	0	distance
36	phi_e_1	0	elevation
36	phi_w_1	0	elevation
36	phi_b_1	1	distance
36	phi_d_2	0	age-diff
36	phi_e_2	0	age
36	phi_w_2	-1	age
36	phi_b_2	0	age-diff
