sample	variable	value	description
326	whole_tree_age	10.3479	whole_tree_age
326	island_ori_age	10.2816	island_origin_age
326	island_ori_region	1	island_origin_region
326	rho_d_2	0.05	base_dispersal_rate
326	rho_e_2	0.05	base_extinction_rate
326	rho_w_2	0.05	base_w_speciation_rate
326	rho_b_2	0.25	base_b_speciation_rate
326	sigma_d_1	0	long-distance?
326	sigma_e_1	0	high-island?
326	sigma_w_1	0	high-island?
326	sigma_b_1	1.5	long-distance?
326	sigma_d_2	1.5	old-to-young?
326	sigma_e_2	0	net-growth?
326	sigma_w_2	-1.5	net-growth?
326	sigma_b_2	-1.5	old-to-young?
326	phi_d_1	0	distance
326	phi_e_1	0	elevation
326	phi_w_1	0	elevation
326	phi_b_1	0	distance
326	phi_d_2	0.5	age-diff
326	phi_e_2	1	age
326	phi_w_2	0	age
326	phi_b_2	-1	age-diff
