sample	variable	value	description
294	whole_tree_age	26.8996	whole_tree_age
294	island_ori_age	2.11296	island_origin_age
294	island_ori_region	4	island_origin_region
294	rho_d_2	0.05	base_dispersal_rate
294	rho_e_2	0.05	base_extinction_rate
294	rho_w_2	0.05	base_w_speciation_rate
294	rho_b_2	0.25	base_b_speciation_rate
294	sigma_d_1	-1.5	long-distance?
294	sigma_e_1	-1.5	high-island?
294	sigma_w_1	0	high-island?
294	sigma_b_1	1.5	long-distance?
294	sigma_d_2	0	old-to-young?
294	sigma_e_2	1.5	net-growth?
294	sigma_w_2	-1.5	net-growth?
294	sigma_b_2	-1.5	old-to-young?
294	phi_d_1	-0.5	distance
294	phi_e_1	-1	elevation
294	phi_w_1	0	elevation
294	phi_b_1	0	distance
294	phi_d_2	0.5	age-diff
294	phi_e_2	0	age
294	phi_w_2	0	age
294	phi_b_2	-1	age-diff
