sample	variable	value	description
301	whole_tree_age	23.7871	whole_tree_age
301	island_ori_age	15.1383	island_origin_age
301	island_ori_region	1	island_origin_region
301	rho_d_2	0.05	base_dispersal_rate
301	rho_e_2	0.05	base_extinction_rate
301	rho_w_2	0.05	base_w_speciation_rate
301	rho_b_2	0.25	base_b_speciation_rate
301	sigma_d_1	-1.5	long-distance?
301	sigma_e_1	0	high-island?
301	sigma_w_1	0	high-island?
301	sigma_b_1	0	long-distance?
301	sigma_d_2	0	old-to-young?
301	sigma_e_2	1.5	net-growth?
301	sigma_w_2	0	net-growth?
301	sigma_b_2	-1.5	old-to-young?
301	phi_d_1	0	distance
301	phi_e_1	-1	elevation
301	phi_w_1	0.5	elevation
301	phi_b_1	1	distance
301	phi_d_2	0	age-diff
301	phi_e_2	0	age
301	phi_w_2	0	age
301	phi_b_2	-1	age-diff
