sample	variable	value	description
17	whole_tree_age	17.9437	whole_tree_age
17	island_ori_age	17.3386	island_origin_age
17	island_ori_region	1	island_origin_region
17	rho_d_2	0.05	base_dispersal_rate
17	rho_e_2	0.05	base_extinction_rate
17	rho_w_2	0.05	base_w_speciation_rate
17	rho_b_2	0.25	base_b_speciation_rate
17	sigma_d_1	0	long-distance?
17	sigma_e_1	-1.5	high-island?
17	sigma_w_1	0	high-island?
17	sigma_b_1	1.5	long-distance?
17	sigma_d_2	0	old-to-young?
17	sigma_e_2	1.5	net-growth?
17	sigma_w_2	0	net-growth?
17	sigma_b_2	0	old-to-young?
17	phi_d_1	0	distance
17	phi_e_1	-1	elevation
17	phi_w_1	0.5	elevation
17	phi_b_1	0	distance
17	phi_d_2	0.5	age-diff
17	phi_e_2	0	age
17	phi_w_2	-0.5	age
17	phi_b_2	0	age-diff
