sample	variable	value	description
347	whole_tree_age	30.44	whole_tree_age
347	island_ori_age	11.9387	island_origin_age
347	island_ori_region	1	island_origin_region
347	rho_d_2	0.05	base_dispersal_rate
347	rho_e_2	0.05	base_extinction_rate
347	rho_w_2	0.05	base_w_speciation_rate
347	rho_b_2	0.25	base_b_speciation_rate
347	sigma_d_1	0	long-distance?
347	sigma_e_1	0	high-island?
347	sigma_w_1	0	high-island?
347	sigma_b_1	0	long-distance?
347	sigma_d_2	1.5	old-to-young?
347	sigma_e_2	1.5	net-growth?
347	sigma_w_2	0	net-growth?
347	sigma_b_2	-1.5	old-to-young?
347	phi_d_1	-0.5	distance
347	phi_e_1	0	elevation
347	phi_w_1	0.5	elevation
347	phi_b_1	0	distance
347	phi_d_2	0	age-diff
347	phi_e_2	0	age
347	phi_w_2	0	age
347	phi_b_2	-1	age-diff
