sample	variable	value	description
290	whole_tree_age	29.568	whole_tree_age
290	island_ori_age	5.80006	island_origin_age
290	island_ori_region	3	island_origin_region
290	rho_d_2	0.05	base_dispersal_rate
290	rho_e_2	0.05	base_extinction_rate
290	rho_w_2	0.05	base_w_speciation_rate
290	rho_b_2	0.25	base_b_speciation_rate
290	sigma_d_1	-1.5	long-distance?
290	sigma_e_1	-1.5	high-island?
290	sigma_w_1	1.5	high-island?
290	sigma_b_1	0	long-distance?
290	sigma_d_2	0	old-to-young?
290	sigma_e_2	1.5	net-growth?
290	sigma_w_2	0	net-growth?
290	sigma_b_2	0	old-to-young?
290	phi_d_1	-0.5	distance
290	phi_e_1	0	elevation
290	phi_w_1	0.5	elevation
290	phi_b_1	0	distance
290	phi_d_2	0.5	age-diff
290	phi_e_2	1	age
290	phi_w_2	0	age
290	phi_b_2	-1	age-diff
