sample	variable	value	description
221	whole_tree_age	8.13887	whole_tree_age
221	island_ori_age	4.28117	island_origin_age
221	island_ori_region	1	island_origin_region
221	rho_d_2	0.05	base_dispersal_rate
221	rho_e_2	0.05	base_extinction_rate
221	rho_w_2	0.05	base_w_speciation_rate
221	rho_b_2	0.2	base_b_speciation_rate
221	sigma_d_1	0	long-distance?
221	sigma_e_1	-1	high-island?
221	sigma_w_1	0	high-island?
221	sigma_b_1	0	long-distance?
221	sigma_d_2	0	old-to-young?
221	sigma_e_2	-1	net-growth?
221	sigma_w_2	0	net-growth?
221	sigma_b_2	0	old-to-young?
221	phi_d_1	-1	distance
221	phi_e_1	0	elevation
221	phi_w_1	0	elevation
221	phi_b_1	1	distance
221	phi_d_2	0	age-diff
221	phi_e_2	1	age
221	phi_w_2	-1	age
221	phi_b_2	0	age-diff
