sample	variable	value	description
150	whole_tree_age	30.9101	whole_tree_age
150	island_ori_age	17.7761	island_origin_age
150	island_ori_region	1	island_origin_region
150	rho_d_2	0.025	base_dispersal_rate
150	rho_e_2	0.025	base_extinction_rate
150	rho_w_2	0.025	base_w_speciation_rate
150	rho_b_2	0.15	base_b_speciation_rate
150	sigma_d_1	0	long-distance?
150	sigma_e_1	0	high-island?
150	sigma_w_1	0	high-island?
150	sigma_b_1	0	long-distance?
150	sigma_d_2	0	old-to-young?
150	sigma_e_2	1	net-growth?
150	sigma_w_2	0	net-growth?
150	sigma_b_2	0	old-to-young?
150	phi_d_1	-1	distance
150	phi_e_1	0	elevation
150	phi_w_1	0	elevation
150	phi_b_1	0	distance
150	phi_d_2	0	age-diff
150	phi_e_2	1	age
150	phi_w_2	0	age
150	phi_b_2	-1	age-diff
