sample	variable	value	description
142	whole_tree_age	26.3597	whole_tree_age
142	island_ori_age	13.6948	island_origin_age
142	island_ori_region	1	island_origin_region
142	rho_d_2	0.05	base_dispersal_rate
142	rho_e_2	0.05	base_extinction_rate
142	rho_w_2	0.05	base_w_speciation_rate
142	rho_b_2	0.2	base_b_speciation_rate
142	sigma_d_1	0	long-distance?
142	sigma_e_1	-1	high-island?
142	sigma_w_1	1	high-island?
142	sigma_b_1	1	long-distance?
142	sigma_d_2	1	old-to-young?
142	sigma_e_2	-1	net-growth?
142	sigma_w_2	-1	net-growth?
142	sigma_b_2	1	old-to-young?
142	phi_d_1	0	distance
142	phi_e_1	0	elevation
142	phi_w_1	0	elevation
142	phi_b_1	0	distance
142	phi_d_2	0	age-diff
142	phi_e_2	1	age
142	phi_w_2	-1	age
142	phi_b_2	0	age-diff
