sample	variable	value	description
257	whole_tree_age	28.531	whole_tree_age
257	island_ori_age	13.9769	island_origin_age
257	island_ori_region	1	island_origin_region
257	rho_d_2	0.05	base_dispersal_rate
257	rho_e_2	0.05	base_extinction_rate
257	rho_w_2	0.05	base_w_speciation_rate
257	rho_b_2	0.2	base_b_speciation_rate
257	sigma_d_1	-1	long-distance?
257	sigma_e_1	-1	high-island?
257	sigma_w_1	0	high-island?
257	sigma_b_1	1	long-distance?
257	sigma_d_2	1	old-to-young?
257	sigma_e_2	-1	net-growth?
257	sigma_w_2	0	net-growth?
257	sigma_b_2	1	old-to-young?
257	phi_d_1	0	distance
257	phi_e_1	0	elevation
257	phi_w_1	0	elevation
257	phi_b_1	0	distance
257	phi_d_2	0	age-diff
257	phi_e_2	0	age
257	phi_w_2	-1	age
257	phi_b_2	1	age-diff
