sample	variable	value	description
249	whole_tree_age	5.94453	whole_tree_age
249	island_ori_age	1.11503	island_origin_age
249	island_ori_region	4	island_origin_region
249	rho_d_2	0.05	base_dispersal_rate
249	rho_e_2	0.05	base_extinction_rate
249	rho_w_2	0.05	base_w_speciation_rate
249	rho_b_2	0.25	base_b_speciation_rate
249	sigma_d_1	-1.5	long-distance?
249	sigma_e_1	0	high-island?
249	sigma_w_1	0	high-island?
249	sigma_b_1	0	long-distance?
249	sigma_d_2	1.5	old-to-young?
249	sigma_e_2	0	net-growth?
249	sigma_w_2	-1.5	net-growth?
249	sigma_b_2	0	old-to-young?
249	phi_d_1	0	distance
249	phi_e_1	-1	elevation
249	phi_w_1	0	elevation
249	phi_b_1	1	distance
249	phi_d_2	0	age-diff
249	phi_e_2	0	age
249	phi_w_2	0	age
249	phi_b_2	-1	age-diff
