sample	variable	value	description
270	whole_tree_age	29.9746	whole_tree_age
270	island_ori_age	11.9306	island_origin_age
270	island_ori_region	1	island_origin_region
270	rho_d_2	0.05	base_dispersal_rate
270	rho_e_2	0.05	base_extinction_rate
270	rho_w_2	0.05	base_w_speciation_rate
270	rho_b_2	0.2	base_b_speciation_rate
270	sigma_d_1	-1	long-distance?
270	sigma_e_1	-1	high-island?
270	sigma_w_1	1	high-island?
270	sigma_b_1	1	long-distance?
270	sigma_d_2	1	old-to-young?
270	sigma_e_2	-1	net-growth?
270	sigma_w_2	0	net-growth?
270	sigma_b_2	1	old-to-young?
270	phi_d_1	-1	distance
270	phi_e_1	0	elevation
270	phi_w_1	0	elevation
270	phi_b_1	0	distance
270	phi_d_2	0	age-diff
270	phi_e_2	0	age
270	phi_w_2	0	age
270	phi_b_2	1	age-diff
