sample	variable	value	description
98	whole_tree_age	28.5115	whole_tree_age
98	island_ori_age	5.79478	island_origin_age
98	island_ori_region	3	island_origin_region
98	rho_d_2	0.05	base_dispersal_rate
98	rho_e_2	0.05	base_extinction_rate
98	rho_w_2	0.05	base_w_speciation_rate
98	rho_b_2	0.25	base_b_speciation_rate
98	sigma_d_1	-1.5	long-distance?
98	sigma_e_1	-1.5	high-island?
98	sigma_w_1	1.5	high-island?
98	sigma_b_1	1.5	long-distance?
98	sigma_d_2	1.5	old-to-young?
98	sigma_e_2	1.5	net-growth?
98	sigma_w_2	-1.5	net-growth?
98	sigma_b_2	0	old-to-young?
98	phi_d_1	0	distance
98	phi_e_1	-1	elevation
98	phi_w_1	0	elevation
98	phi_b_1	1	distance
98	phi_d_2	0	age-diff
98	phi_e_2	1	age
98	phi_w_2	-0.5	age
98	phi_b_2	0	age-diff
