sample	variable	value	description
40	whole_tree_age	17.471	whole_tree_age
40	island_ori_age	2.93807	island_origin_age
40	island_ori_region	4	island_origin_region
40	rho_d_2	0.025	base_dispersal_rate
40	rho_e_2	0.025	base_extinction_rate
40	rho_w_2	0.025	base_w_speciation_rate
40	rho_b_2	0.15	base_b_speciation_rate
40	sigma_d_1	-1	long-distance?
40	sigma_e_1	0	high-island?
40	sigma_w_1	1	high-island?
40	sigma_b_1	1	long-distance?
40	sigma_d_2	0	old-to-young?
40	sigma_e_2	1	net-growth?
40	sigma_w_2	0	net-growth?
40	sigma_b_2	0	old-to-young?
40	phi_d_1	-1	distance
40	phi_e_1	0	elevation
40	phi_w_1	1	elevation
40	phi_b_1	1	distance
40	phi_d_2	1	age-diff
40	phi_e_2	0	age
40	phi_w_2	0	age
40	phi_b_2	-1	age-diff
