sample	variable	value	description
264	whole_tree_age	27.0386	whole_tree_age
264	island_ori_age	9.79654	island_origin_age
264	island_ori_region	1	island_origin_region
264	rho_d_2	0.05	base_dispersal_rate
264	rho_e_2	0.05	base_extinction_rate
264	rho_w_2	0.05	base_w_speciation_rate
264	rho_b_2	0.25	base_b_speciation_rate
264	sigma_d_1	-1.5	long-distance?
264	sigma_e_1	0	high-island?
264	sigma_w_1	0	high-island?
264	sigma_b_1	0	long-distance?
264	sigma_d_2	1.5	old-to-young?
264	sigma_e_2	0	net-growth?
264	sigma_w_2	0	net-growth?
264	sigma_b_2	0	old-to-young?
264	phi_d_1	-0.5	distance
264	phi_e_1	-1	elevation
264	phi_w_1	0	elevation
264	phi_b_1	1	distance
264	phi_d_2	0.5	age-diff
264	phi_e_2	1	age
264	phi_w_2	0	age
264	phi_b_2	-1	age-diff
