sample	variable	value	description
231	whole_tree_age	23.1799	whole_tree_age
231	island_ori_age	17.7814	island_origin_age
231	island_ori_region	1	island_origin_region
231	rho_d_2	0.05	base_dispersal_rate
231	rho_e_2	0.05	base_extinction_rate
231	rho_w_2	0.05	base_w_speciation_rate
231	rho_b_2	0.25	base_b_speciation_rate
231	sigma_d_1	0	long-distance?
231	sigma_e_1	0	high-island?
231	sigma_w_1	0	high-island?
231	sigma_b_1	0	long-distance?
231	sigma_d_2	0	old-to-young?
231	sigma_e_2	1.5	net-growth?
231	sigma_w_2	-1.5	net-growth?
231	sigma_b_2	0	old-to-young?
231	phi_d_1	0	distance
231	phi_e_1	0	elevation
231	phi_w_1	0	elevation
231	phi_b_1	1	distance
231	phi_d_2	0.5	age-diff
231	phi_e_2	1	age
231	phi_w_2	-0.5	age
231	phi_b_2	-1	age-diff
