sample	variable	value	description
287	whole_tree_age	30.4864	whole_tree_age
287	island_ori_age	9.67064	island_origin_age
287	island_ori_region	1	island_origin_region
287	rho_d_2	0.05	base_dispersal_rate
287	rho_e_2	0.05	base_extinction_rate
287	rho_w_2	0.05	base_w_speciation_rate
287	rho_b_2	0.2	base_b_speciation_rate
287	sigma_d_1	0	long-distance?
287	sigma_e_1	-1	high-island?
287	sigma_w_1	1	high-island?
287	sigma_b_1	1	long-distance?
287	sigma_d_2	1	old-to-young?
287	sigma_e_2	-1	net-growth?
287	sigma_w_2	-1	net-growth?
287	sigma_b_2	0	old-to-young?
287	phi_d_1	0	distance
287	phi_e_1	0	elevation
287	phi_w_1	1	elevation
287	phi_b_1	0	distance
287	phi_d_2	0	age-diff
287	phi_e_2	0	age
287	phi_w_2	-1	age
287	phi_b_2	0	age-diff
