sample	variable	value	description
253	whole_tree_age	22.4344	whole_tree_age
253	island_ori_age	3.00058	island_origin_age
253	island_ori_region	4	island_origin_region
253	rho_d_2	0.025	base_dispersal_rate
253	rho_e_2	0.025	base_extinction_rate
253	rho_w_2	0.025	base_w_speciation_rate
253	rho_b_2	0.15	base_b_speciation_rate
253	sigma_d_1	0	long-distance?
253	sigma_e_1	-1	high-island?
253	sigma_w_1	1	high-island?
253	sigma_b_1	1	long-distance?
253	sigma_d_2	1	old-to-young?
253	sigma_e_2	0	net-growth?
253	sigma_w_2	-1	net-growth?
253	sigma_b_2	0	old-to-young?
253	phi_d_1	0	distance
253	phi_e_1	0	elevation
253	phi_w_1	1	elevation
253	phi_b_1	0	distance
253	phi_d_2	0	age-diff
253	phi_e_2	0	age
253	phi_w_2	0	age
253	phi_b_2	-1	age-diff
