sample	variable	value	description
165	whole_tree_age	23.6023	whole_tree_age
165	island_ori_age	15.2446	island_origin_age
165	island_ori_region	1	island_origin_region
165	rho_d_2	0.05	base_dispersal_rate
165	rho_e_2	0.05	base_extinction_rate
165	rho_w_2	0.05	base_w_speciation_rate
165	rho_b_2	0.25	base_b_speciation_rate
165	sigma_d_1	0	long-distance?
165	sigma_e_1	0	high-island?
165	sigma_w_1	0	high-island?
165	sigma_b_1	1.5	long-distance?
165	sigma_d_2	1.5	old-to-young?
165	sigma_e_2	0	net-growth?
165	sigma_w_2	-1.5	net-growth?
165	sigma_b_2	-1.5	old-to-young?
165	phi_d_1	0	distance
165	phi_e_1	0	elevation
165	phi_w_1	0	elevation
165	phi_b_1	1	distance
165	phi_d_2	0	age-diff
165	phi_e_2	1	age
165	phi_w_2	0	age
165	phi_b_2	-1	age-diff
