sample	variable	value	description
203	whole_tree_age	30.222	whole_tree_age
203	island_ori_age	15.6913	island_origin_age
203	island_ori_region	1	island_origin_region
203	rho_d_2	0.05	base_dispersal_rate
203	rho_e_2	0.05	base_extinction_rate
203	rho_w_2	0.05	base_w_speciation_rate
203	rho_b_2	0.25	base_b_speciation_rate
203	sigma_d_1	-1.5	long-distance?
203	sigma_e_1	0	high-island?
203	sigma_w_1	0	high-island?
203	sigma_b_1	0	long-distance?
203	sigma_d_2	0	old-to-young?
203	sigma_e_2	1.5	net-growth?
203	sigma_w_2	0	net-growth?
203	sigma_b_2	0	old-to-young?
203	phi_d_1	-0.5	distance
203	phi_e_1	0	elevation
203	phi_w_1	0	elevation
203	phi_b_1	0	distance
203	phi_d_2	0	age-diff
203	phi_e_2	1	age
203	phi_w_2	-0.5	age
203	phi_b_2	0	age-diff
