sample	variable	value	description
285	whole_tree_age	25.0292	whole_tree_age
285	island_ori_age	19.5547	island_origin_age
285	island_ori_region	1	island_origin_region
285	rho_d_2	0.05	base_dispersal_rate
285	rho_e_2	0.05	base_extinction_rate
285	rho_w_2	0.05	base_w_speciation_rate
285	rho_b_2	0.2	base_b_speciation_rate
285	sigma_d_1	0	long-distance?
285	sigma_e_1	-1	high-island?
285	sigma_w_1	0	high-island?
285	sigma_b_1	1	long-distance?
285	sigma_d_2	0	old-to-young?
285	sigma_e_2	0	net-growth?
285	sigma_w_2	-1	net-growth?
285	sigma_b_2	0	old-to-young?
285	phi_d_1	0	distance
285	phi_e_1	-1	elevation
285	phi_w_1	1	elevation
285	phi_b_1	0	distance
285	phi_d_2	0	age-diff
285	phi_e_2	1	age
285	phi_w_2	-1	age
285	phi_b_2	0	age-diff
