sample	variable	value	description
308	whole_tree_age	17.4598	whole_tree_age
308	island_ori_age	5.58738	island_origin_age
308	island_ori_region	3	island_origin_region
308	rho_d_2	0.05	base_dispersal_rate
308	rho_e_2	0.05	base_extinction_rate
308	rho_w_2	0.05	base_w_speciation_rate
308	rho_b_2	0.2	base_b_speciation_rate
308	sigma_d_1	0	long-distance?
308	sigma_e_1	-1	high-island?
308	sigma_w_1	1	high-island?
308	sigma_b_1	1	long-distance?
308	sigma_d_2	1	old-to-young?
308	sigma_e_2	0	net-growth?
308	sigma_w_2	-1	net-growth?
308	sigma_b_2	0	old-to-young?
308	phi_d_1	-1	distance
308	phi_e_1	0	elevation
308	phi_w_1	0	elevation
308	phi_b_1	0	distance
308	phi_d_2	0	age-diff
308	phi_e_2	1	age
308	phi_w_2	0	age
308	phi_b_2	1	age-diff
