sample	variable	value	description
189	whole_tree_age	19.5667	whole_tree_age
189	island_ori_age	14.3553	island_origin_age
189	island_ori_region	1	island_origin_region
189	rho_d_2	0.025	base_dispersal_rate
189	rho_e_2	0.025	base_extinction_rate
189	rho_w_2	0.025	base_w_speciation_rate
189	rho_b_2	0.15	base_b_speciation_rate
189	sigma_d_1	0	long-distance?
189	sigma_e_1	-1	high-island?
189	sigma_w_1	0	high-island?
189	sigma_b_1	1	long-distance?
189	sigma_d_2	1	old-to-young?
189	sigma_e_2	1	net-growth?
189	sigma_w_2	-1	net-growth?
189	sigma_b_2	0	old-to-young?
189	phi_d_1	-1	distance
189	phi_e_1	-1	elevation
189	phi_w_1	1	elevation
189	phi_b_1	0	distance
189	phi_d_2	1	age-diff
189	phi_e_2	0	age
189	phi_w_2	0	age
189	phi_b_2	0	age-diff
